"","Time","ID","age","sex","Foundation","Condition","Game","Partner","Index","ValueA","ValueB","double_original","Fingerratio","Q1","Q2","Double","Idobelyeg","Kerjuk.írja.be.a.korabban.kapott.negyjegyu.szamot.","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...A.szenvedok.iranti.reszvet.a.legfontosabb.ereny..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Amikor.a.kormany.torvenyeket.hoz..az.elso.szamu.alapelv.az.kellene.hogy.legyen..hogy.kivetel.nelkul.mindenkit.meltanyosan.kezeljenek..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Buszke.vagyok.az.orszagom.tortenelmere..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...A.tekintely.iranti.tiszteletet.minden.gyermeknek.szukseges.megtanulnia..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Az.embereknek.nem.kellene.gusztustalan..undoríto.dolgokat.tenniuk..meg.akkor.sem..ha.ezzel.senkinek.sem.artanak..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Jobb.jot.tenni..mint.rosszat..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Egy.vedtelen.allatot.bantani.az.egyik.legrosszabb.dolog..amit.ember.elkovethet..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Az.igazsagossag.a.legfontosabb.elvaras.egy.tarsadalom.eleteben..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Az.embereknek.meg.akkor.is.husegeseknek.kellene.lenniuk.a.csaladtagjaikhoz..mikor.azok.valami.rosszat.tettek..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...A.noknek.es.a.ferfiaknak.mas.szerepuk.van.a.tarsadalomban..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Egyes.cselekedeteket.az.alapjan.mondanek.rossznak..hogy.termeszetellenesek..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Mas.ember.megolese.soha.nem.lehet.helyes..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...ugy.gondolom..moralisan.helytelen.hogy.a.gazdag.gyerekek.sok.penzt.orokolnek..míg.a.szegenyek.semmit..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Sokkal.fontosabb.csapatjatekosnak.lenni..mint.kifejezni.egyenisegunket..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...Ha.katona.lennek..es.nem.ertenek.egyet.a.parancsnokom.utasítasaival..akkor.is.engedelmeskednek..mert.ez.a.kotelessegem..","Mennyire.ert.on.egyet.a.kovetkezo.kijelentesekkel...A.szemermesseg.egy.fontos.es.ertekes.ereny..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.szenvedett.e.erzelmileg..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Nehany.embert.elteroen.kezeltek.e..mint.masokat..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.a.cselekedeteivel.kimutatta.e.hazaja.iranti.szeretetet..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.nem.mutatott.tiszteletet.a.tekintely.fele..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.athagta.e.a.tisztasag.es.illendoseg.szabalyait..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.nem.volt.jo.matematikaban..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.torodott.e.a.gyengekkel.es.sebezhetokkel..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.tisztessegtelenul.cselekedett.e..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.elarulta.e.a.csoportjat..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.alkalmazkodott.e.a.tarsadalom.hagyomanyaihoz..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.tett.e.valami.gusztustalan..undoríto.dolgot..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.kegyetlen.volt.e..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valakitol.megtagadtak.e.a.jogait..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valakibol.hianyzott.e.a.huseg.es.lojalitas..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.okozott.e.kaoszt.vagy.zurzavart.a.tettevel..","Amikor.valamivel.kapcsolatban.eldonti..hogy.az.helyes.vagy.helytelen..az.alabbi.szempontok.milyen.mertekben.befolyasoljak.a.gondolkodasat...Valaki.olyan.modon.cselekedett.e..amit.Isten.jovahagyna..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Egy.idealis.tarsadalomhoz.szukseges..hogy.egyes.csoportok.fent..masok.lent.legyenek..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Bizonyos.embercsoportokat.a.helyukon.kell.tartani..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Valoszínuleg.jo.dolog..hogy.bizonyos.csoportok.fent..mas.csoportok.lent.vannak..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Bizonyos.embercsoportok.egyszeruen.alsobbrenduek.mas.csoportokhoz.kepest..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Az.alul.levo.csoportok.ugyanazt.erdemlik..mint.a.felul.levok..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Egyik.csoportnak.sem.szabadna.uralkodnia.a.tarsadalomban..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Az.alul.levo.csoportok.ne.kenyszeruljenek.arra..hogy.a.helyukon.maradjanak..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...A.csoportdominancia.rossz.alapelv..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Ne.eroltessuk.a.csoportok.kozotti.egyenloseget..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Ne.probaljunk.minden.csoportnak.azonos.eletminoseget.biztosítani..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Igazsagtalan.a.csoportok.egyenlove.tetelevel.probalkozni..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Ne.a.csoportok.kozotti.egyenloseg.legyen.a.fo.celunk..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Dolgozzunk.azert..hogy.minden.csoportnak.egyenlo.eselye.legyen.a.boldogulasra..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Tegyunk.meg.minden.tolunk.telhetot..hogy.kiegyenlítsuk.a.kulonbozo.csoportok.korulmenyeit..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...Akarmennyi.erofeszítesbe.is.kerul..torekednunk.kell.arra..hogy.minden.csoportnak.egyenlo.eselyeket.biztosítsunk.az.eletben..","Mennyire.ert.egyet.on.a.kovetkezo.kifejezesekkel...A.csoportok.kozotti.egyenloseg.legyen.az.eszmenykepunk..","A.jobb.kez.gyurus.ujjanak.hossza..mm.","A.jobb.kez.mutato.ujjanak.hossza..mm."
"1","pilot_191015_0957",9963,18,"1","2","CD","C","D",1,2,5,"0",1.01450847457627,NA,NA,FALSE,"10/15/2019 11:36:37","9963","inkabb igen","igen","inkabb igen","igen","igen","igen","igen","igen","inkabb nem","inkabb nem","inkabb igen","inkabb nem","inkabb nem","inkabb nem","inkabb igen","inkabb igen","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Valamennyire fontos","Nem nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","inkabb igen","reszben igen reszben nem","inkabb igen","inkabb igen","reszben igen reszben nem","inkabb nem","nem","nem","inkabb nem","inkabb igen","inkabb igen","igen","reszben igen reszben nem","74.82","73.75"
"2","pilot_191008_1231",8896,20,"1","2","CD","C","D",1,2,1,"0",1.01786837800428,NA,NA,FALSE,"10/8/2019 13:30:19","8896","inkabb nem","teljes mertekben","inkabb igen","igen","teljes mertekben","inkabb igen","igen","inkabb igen","inkabb nem","inkabb nem","inkabb igen","inkabb igen","inkabb nem","inkabb nem","teljes mertekben","inkabb igen","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Kevesse fontos","Valamennyire fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Egyaltalan nem fontos (Ez a szempont nem jatszik szerepet annak megíteleseben, hogy mi helyes es mi nem)","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","igen","inkabb igen","igen","inkabb nem","80.89","79.47"
"3","pilot_191015_0957",9963,18,"1","2","CD","C","D",2,1,2,"0",1.01450847457627,NA,NA,FALSE,"10/15/2019 11:36:37","9963","inkabb igen","igen","inkabb igen","igen","igen","igen","igen","igen","inkabb nem","inkabb nem","inkabb igen","inkabb nem","inkabb nem","inkabb nem","inkabb igen","inkabb igen","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Valamennyire fontos","Nem nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","inkabb igen","reszben igen reszben nem","inkabb igen","inkabb igen","reszben igen reszben nem","inkabb nem","nem","nem","inkabb nem","inkabb igen","inkabb igen","igen","reszben igen reszben nem","74.82","73.75"
"4","pilot_191008_1231",8896,20,"1","2","CD","C","D",2,3,6,"0",1.01786837800428,NA,NA,FALSE,"10/8/2019 13:30:19","8896","inkabb nem","teljes mertekben","inkabb igen","igen","teljes mertekben","inkabb igen","igen","inkabb igen","inkabb nem","inkabb nem","inkabb igen","inkabb igen","inkabb nem","inkabb nem","teljes mertekben","inkabb igen","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Kevesse fontos","Valamennyire fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Egyaltalan nem fontos (Ez a szempont nem jatszik szerepet annak megíteleseben, hogy mi helyes es mi nem)","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","igen","inkabb igen","igen","inkabb nem","80.89","79.47"
"5","pilot_191015_0957",9963,18,"1","2","CD","C","D",3,6,4,"0",1.01450847457627,NA,NA,FALSE,"10/15/2019 11:36:37","9963","inkabb igen","igen","inkabb igen","igen","igen","igen","igen","igen","inkabb nem","inkabb nem","inkabb igen","inkabb nem","inkabb nem","inkabb nem","inkabb igen","inkabb igen","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Valamennyire fontos","Nem nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","inkabb igen","reszben igen reszben nem","inkabb igen","inkabb igen","reszben igen reszben nem","inkabb nem","nem","nem","inkabb nem","inkabb igen","inkabb igen","igen","reszben igen reszben nem","74.82","73.75"
"6","pilot_191008_1231",8896,20,"1","2","CD","C","D",3,2,5,"0",1.01786837800428,NA,NA,FALSE,"10/8/2019 13:30:19","8896","inkabb nem","teljes mertekben","inkabb igen","igen","teljes mertekben","inkabb igen","igen","inkabb igen","inkabb nem","inkabb nem","inkabb igen","inkabb igen","inkabb nem","inkabb nem","teljes mertekben","inkabb igen","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Kevesse fontos","Valamennyire fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Egyaltalan nem fontos (Ez a szempont nem jatszik szerepet annak megíteleseben, hogy mi helyes es mi nem)","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","igen","inkabb igen","igen","inkabb nem","80.89","79.47"
"7","pilot_191015_0957",9963,18,"1","2","CD","C","D",4,4,4,"1",1.01450847457627,NA,NA,TRUE,"10/15/2019 11:36:37","9963","inkabb igen","igen","inkabb igen","igen","igen","igen","igen","igen","inkabb nem","inkabb nem","inkabb igen","inkabb nem","inkabb nem","inkabb nem","inkabb igen","inkabb igen","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Valamennyire fontos","Nem nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","inkabb igen","reszben igen reszben nem","inkabb igen","inkabb igen","reszben igen reszben nem","inkabb nem","nem","nem","inkabb nem","inkabb igen","inkabb igen","igen","reszben igen reszben nem","74.82","73.75"
"8","pilot_191008_1231",8896,20,"1","2","CD","C","D",4,1,3,"0",1.01786837800428,NA,NA,FALSE,"10/8/2019 13:30:19","8896","inkabb nem","teljes mertekben","inkabb igen","igen","teljes mertekben","inkabb igen","igen","inkabb igen","inkabb nem","inkabb nem","inkabb igen","inkabb igen","inkabb nem","inkabb nem","teljes mertekben","inkabb igen","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Kevesse fontos","Valamennyire fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Egyaltalan nem fontos (Ez a szempont nem jatszik szerepet annak megíteleseben, hogy mi helyes es mi nem)","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","igen","inkabb igen","igen","inkabb nem","80.89","79.47"
"9","pilot_191015_0957",9963,18,"1","2","CD","C","D",5,6,4,"0",1.01450847457627,NA,NA,FALSE,"10/15/2019 11:36:37","9963","inkabb igen","igen","inkabb igen","igen","igen","igen","igen","igen","inkabb nem","inkabb nem","inkabb igen","inkabb nem","inkabb nem","inkabb nem","inkabb igen","inkabb igen","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Valamennyire fontos","Nem nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","inkabb igen","reszben igen reszben nem","inkabb igen","inkabb igen","reszben igen reszben nem","inkabb nem","nem","nem","inkabb nem","inkabb igen","inkabb igen","igen","reszben igen reszben nem","74.82","73.75"
"10","pilot_191008_1231",8896,20,"1","2","CD","C","D",5,4,5,"0",1.01786837800428,NA,NA,FALSE,"10/8/2019 13:30:19","8896","inkabb nem","teljes mertekben","inkabb igen","igen","teljes mertekben","inkabb igen","igen","inkabb igen","inkabb nem","inkabb nem","inkabb igen","inkabb igen","inkabb nem","inkabb nem","teljes mertekben","inkabb igen","Nagyon fontos","Valamennyire fontos","Kevesse fontos","Kevesse fontos","Valamennyire fontos","Valamennyire fontos","Nagyon fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Valamennyire fontos","Nagyon fontos","Rendkívul fontos (Ez az egyik legfontosabb szempont, mikor megítelem, hogy mi a helyes es mi a helytelen)","Nagyon fontos","Valamennyire fontos","Egyaltalan nem fontos (Ez a szempont nem jatszik szerepet annak megíteleseben, hogy mi helyes es mi nem)","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","inkabb nem","reszben igen reszben nem","reszben igen reszben nem","igen","inkabb igen","igen","inkabb nem","80.89","79.47"
